"","X.1","X","Corpus","Speaker","category","participant_gender","MatchId","Before.Match","Text","After.Match","Target.word","Target.orthography","Target.vowelCluster","Target.vowelCluster.start","Target.vowelCluster.end","joincode","word","word.alt.format","sequence","final","stress","moraPosition","complex","Language","participant_language","time_0_1","f1_time_0_1","f2_time_0_1","time_0_2","f1_time_0_2","f2_time_0_2","time_0_3","f1_time_0_3","f2_time_0_3","time_0_4","f1_time_0_4","f2_time_0_4","time_0_5","f1_time_0_5","f2_time_0_5","time_0_6","f1_time_0_6","f2_time_0_6","time_0_7","f1_time_0_7","f2_time_0_7","time_0_8","f1_time_0_8","f2_time_0_8","time_0_9","f1_time_0_9","f2_time_0_9","Error"
"36",149,151,"MAONZE","K001M","PresentElder","M","g_9;em_12_590;n_31238-n_31239;p_28;#=ew_69_150510;prefix=00788-;[0]=ew_0_5377","whakaaro","kua","kite","kua","kua","ua",115.585,115.665,"kua ua","kua","kua","ua",TRUE,"yes",1,"no","M","M",115.593,456,940,115.601,398,754,115.609,411,763,115.617,433,789,115.625,443,820,115.633,446,853,115.641,430,876,115.649,412,905,115.657,425,960,""
"37",150,152,"MAONZE","K001M","PresentElder","M","g_9;em_12_595;n_31243-n_31244;p_28;#=ew_69_150516;prefix=00794-;[0]=ew_0_1231019","hoki","a:hua","rereke:","a:hua","a:hua","ua",129.574,129.694,"a:hua ua","a:hua","Ahua","ua",TRUE,"no",3,"no","M","M",129.586,406,794,129.598,386,810,129.61,367,828,129.622,369,822,129.634,392,807,129.646,437,860,129.658,458,959,129.67,470,1052,129.682,501,1150,""
"38",164,166,"MAONZE","K001M","PresentElder","M","g_9;em_12_625;n_31273-n_31274;p_28;#=ew_69_150598;prefix=00875-;[0]=ew_0_5651","reo","tuatahi","ko","tuatahi","tuatahi","ua",222.39,222.52,"tuatahi ua","tuatahi","tuatahi","ua",FALSE,"yes",1,"no","M","M",222.403,386,1443,222.416,366,1270,222.429,361,1179,222.442,382,1195,222.455,433,1191,222.468,475,1242,222.481,481,1244,222.494,484,1208,222.507,482,1159,""
"39",169,171,"MAONZE","K001M","PresentElder","M","g_9;em_12_635;n_31283-n_31284;p_28;#=ew_69_150630;prefix=00905-;[0]=ew_0_5740","te","huarahi","mo:ku","huarahi","huarahi","ua",256.477,256.617,"huarahi ua","huarahi","huarahi","ua",FALSE,"yes",1,"no","M","M",256.491,336,1056,256.505,366,1019,256.519,380,999,256.533,403,1043,256.547,464,1076,256.561,487,1073,256.575,513,1056,256.589,545,1072,256.603,491,1194,""
"40",171,173,"MAONZE","K001M","PresentElder","M","g_9;em_12_641;n_31289-n_31290;p_28;#=ew_69_150642;prefix=00917-;[0]=ew_0_5782","te","huarahi","ko:rero","huarahi","huarahi","ua",277.548,277.668,"huarahi ua","huarahi","huarahi","ua",FALSE,"yes",1,"no","M","M",277.56,406,921,277.572,398,894,277.584,412,914,277.596,444,896,277.608,473,818,277.62,504,977,277.632,543,1107,277.644,566,1142,277.656,559,1069,""
"41",172,174,"MAONZE","K001M","PresentElder","M","g_9;em_12_646;n_31294-n_31295;p_28;#=ew_69_150654;prefix=00927-;[0]=ew_0_5826","mahi","Tuatahi","i","Tuatahi","tuatahi","ua",293.877,293.997,"tuatahi ua","tuatahi","tuatahi","ua",FALSE,"yes",1,"no","M","M",293.889,348,1417,293.901,366,1382,293.913,382,1305,293.925,425,1250,293.937,462,1267,293.949,491,1267,293.961,541,1275,293.973,526,1239,293.985,518,1277,""
"42",176,178,"MAONZE","K001M","PresentElder","M","g_9;em_12_650;n_31298-n_31299;p_28;#=ew_69_150666;prefix=00938-;[0]=ew_0_5867","i","mua","so","mua","mua","ua",309.9,310.1,"mua ua","mua","mua","ua",TRUE,"yes",1,"no","M","M",309.92,383,861,309.94,408,1230,309.96,418,2448,309.98,429,941,310,406,760,310.02,470,875,310.04,494,835,310.06,655,947,310.08,718,815,""
"43",179,181,"MAONZE","K001M","PresentElder","M","g_9;em_12_652;n_31300-n_31301;p_28;#=ew_69_150677;prefix=00949-;[0]=ew_0_5892","teenei","huarahi","ki","huarahi","huarahi","ua",319.01,319.17,"huarahi ua","huarahi","huarahi","ua",FALSE,"yes",1,"no","M","M",319.026,383,863,319.042,382,856,319.058,410,875,319.074,428,927,319.09,498,982,319.106,528,1021,319.122,575,1049,319.138,599,1107,319.154,588,1124,""
"44",183,185,"MAONZE","K001M","PresentElder","M","g_9;em_12_660;n_31308-n_31309;p_28;#=ew_69_150691;prefix=00963-;[0]=ew_0_5955","raa","kua","kite","kua","kua","ua",338.312,338.412,"kua ua","kua","kua","ua",TRUE,"yes",1,"no","M","M",338.322,383,750,338.332,384,699,338.342,398,701,338.352,412,739,338.362,427,758,338.372,425,767,338.382,391,792,338.392,393,819,338.402,415,827,""
"45",191,193,"MAONZE","K001M","PresentElder","M","g_9;em_12_673;n_31321-n_31322;p_28;#=ew_69_150730;prefix=01002-;[0]=ew_0_6062","oti","kua","whakaritea","kua","kua","ua",379.788,379.868,"kua ua","kua","kua","ua",TRUE,"yes",1,"no","M","M",379.796,436,766,379.804,416,768,379.812,441,808,379.82,456,826,379.828,465,824,379.836,463,819,379.844,464,803,379.852,471,761,379.86,482,723,""
"46",195,197,"MAONZE","K001M","PresentElder","M","g_8;em_12_448;n_31102-n_31103;p_28;#=ew_69_149572;prefix=01025-;[0]=ew_0_4276","kura","tuatahi","e","tuatahi","tuatahi","ua",9.094,9.254,"tuatahi ua","tuatahi","tuatahi","ua",FALSE,"yes",1,"no","M","M",9.11,354,1296,9.126,344,1133,9.142,357,1095,9.158,383,1102,9.174,423,1131,9.19,482,1146,9.206,550,1175,9.222,556,1156,9.238,523,1107,""
"47",198,200,"MAONZE","K001M","PresentElder","M","g_8;em_12_450;n_31104-n_31105;p_28;#=ew_69_149582;prefix=01033-;[0]=ew_0_1230694","ngaa","ma:tua","hoki","ma:tua","ma:tua","ua",18.274,18.394,"ma:tua ua","ma:tua","mAtua","ua",TRUE,"no",3,"no","M","M",18.286,387,1536,18.298,399,1390,18.31,394,1269,18.322,400,1160,18.334,416,1049,18.346,432,968,18.358,419,882,18.37,416,851,18.382,407,845,""
"48",201,203,"MAONZE","K001M","PresentElder","M","g_8;em_12_455;n_31109-n_31110;p_28;#=ew_69_149596;prefix=01044-;[0]=ew_0_4325","whakarite","kua","whakatuwherangia","kua","kua","ua",28.162,28.252,"kua ua","kua","kua","ua",TRUE,"yes",1,"no","M","M",28.171,388,757,28.18,415,750,28.189,435,757,28.198,446,775,28.207,443,777,28.216,459,760,28.225,463,760,28.234,464,779,28.243,467,781,""
"49",206,208,"MAONZE","K001M","PresentElder","M","g_8;em_12_467;n_31121-n_31122;p_28;#=ew_69_149647;prefix=01068-;[0]=ew_0_1231446","ngaa","ma:tua","hoki","ma:tua","ma:tua","ua",74.942,75.082,"ma:tua ua","ma:tua","mAtua","ua",TRUE,"no",3,"no","M","M",74.956,364,1509,74.97,385,1321,74.984,387,1162,74.998,398,1034,75.012,411,951,75.026,431,909,75.04,474,963,75.054,505,983,75.068,527,979,""
