"","X","SearchName","Transcript","Participant","Corpus","Line","LineEnd","MatchId","URL","Before.Match","Text","After.Match","Number","Target.word","Target.word.start","Target.word.end","Target.teAkaSegment","Target.teAkaSegment.start","Target.teAkaSegment.end","time_0_5","f1_time_0_5","f2_time_0_5","Error"
"8919",95205,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU06M-03.trs","WU06M","MAONZE",69.496,74.403757,"g_1073;em_12_99658;n_110871-n_110872;p_206;#=es_68_3923246;prefix=095205-;[0]=ew_0_661114;[1]=ew_0_661114","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU06M-03.trs#es_68_3923246",NA,"ture",NA,95205,"ture",73.636,73.896,"u",73.706,73.766,73.736,393,1885,""
"8920",95208,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU06M-03.trs","WU06M","MAONZE",77.206,80.115,"g_1073;em_12_99660;n_110873-n_110874;p_206;#=es_68_3923311;prefix=095208-;[0]=ew_0_661125;[1]=ew_0_661125","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU06M-03.trs#es_68_3923311",NA,"runga",NA,95208,"runga",77.386,77.726,"u",77.416,77.526,77.471,375,1439,""
"8921",95217,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU06M-03.trs","WU06M","MAONZE",85.434,92.039,"g_1073;em_12_99662;n_110875-n_110876;p_206;#=es_68_3923625;prefix=095217-;[0]=ew_0_661159;[1]=ew_0_661159","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU06M-03.trs#es_68_3923625",NA,"whakatupu . ",NA,95217,"whakatupu . ",90.954,91.284,"u",91.194,91.224,91.209,447,1969,""
"8922",95220,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU06M-03.trs","WU06M","MAONZE",92.039,97.49,"g_1073;em_12_99663;n_110876-n_110877;p_206;#=es_68_3923677;prefix=095220-;[0]=ew_0_661166;[1]=ew_0_661166","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU06M-03.trs#es_68_3923677",NA,"whakamutunga",NA,95220,"whakamutunga",93.629,94.269,"u",93.889,93.969,93.929,295,1368,""
"8923",95221,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU06M-03.trs","WU06M","MAONZE",92.039,97.49,"g_1073;em_12_99663;n_110876-n_110877;p_206;#=es_68_3923682;prefix=095221-;[0]=ew_0_661166;[1]=ew_0_661166","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU06M-03.trs#es_68_3923682",NA,"whakamutunga",NA,95221,"whakamutunga",93.629,94.269,"u",94.009,94.079,94.044,412,1227,""
"8924",95246,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU06M-03.trs","WU06M","MAONZE",119.098,126.87,"g_1073;em_12_99669;n_110882-n_110883;p_206;#=es_68_3924243;prefix=095246-;[0]=ew_0_661227;[1]=ew_0_661227","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU06M-03.trs#es_68_3924243",NA,"puritia .",NA,95246,"puritia .",122.638,123.228,"u",122.688,122.748,122.718,464,991,""
"8925",95248,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU06M-03.trs","WU06M","MAONZE",119.098,126.87,"g_1073;em_12_99669;n_110882-n_110883;p_206;#=es_68_3924288;prefix=095248-;[0]=ew_0_661231;[1]=ew_0_661231","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU06M-03.trs#es_68_3924288",NA,"tu:puna",NA,95248,"tu:puna",124.318,124.768,"u",124.578,124.608,124.593,372,1193,""
"8926",95281,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",38.563,43.18,"g_1074;em_12_99683;n_110892-n_110893;p_208;#=es_68_3925329;prefix=095281-;[0]=ew_0_661332;[1]=ew_0_661332","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3925329",NA,"muri",NA,95281,"muri",41.413,41.713,"u",41.533,41.563,41.548,417,1437,""
"8927",95287,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",43.18,48.659,"g_1074;em_12_99684;n_110893-n_110894;p_208;#=es_68_3925452;prefix=095287-;[0]=ew_0_661345;[1]=ew_0_661345","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3925452",NA,"pukapuka",NA,95287,"pukapuka",46.11,46.59,"u",46.17,46.21,46.19,456,1379,""
"8928",95289,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",43.18,48.659,"g_1074;em_12_99684;n_110893-n_110894;p_208;#=es_68_3925463;prefix=095289-;[0]=ew_0_661345;[1]=ew_0_661345","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3925463",NA,"pukapuka",NA,95289,"pukapuka",46.11,46.59,"u",46.41,46.45,46.43,461,1370,""
"8929",95298,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",57.749,59.528,"g_1074;em_12_151839;n_4698916-n_4698918;p_208;#=es_68_3925726;prefix=095298-;[0]=ew_0_1133843;[1]=ew_0_1133843","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3925726",NA,"mutu .",NA,95298,"mutu .",58.109,58.299,"u",58.139,58.199,58.169,587,1680,""
"8930",95301,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",59.528,61.899,"g_1074;em_12_99688;n_4698918-n_4698919;p_208;#=es_68_3925765;prefix=095301-;[0]=ew_0_661382;[1]=ew_0_661382","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3925765",NA,"tukuna",NA,95301,"tukuna",60.148,60.588,"u",60.288,60.328,60.308,365,1799,""
"8931",95302,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",59.528,61.899,"g_1074;em_12_99688;n_4698918-n_4698919;p_208;#=es_68_3925770;prefix=095302-;[0]=ew_0_661382;[1]=ew_0_661382","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3925770",NA,"tukuna",NA,95302,"tukuna",60.148,60.588,"u",60.388,60.418,60.403,465,1566,""
"8932",95304,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",59.528,61.899,"g_1074;em_12_99688;n_4698918-n_4698919;p_208;#=es_68_3925822;prefix=095304-;[0]=ew_0_661387;[1]=ew_0_661387","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3925822",NA,"muri ",NA,95304,"muri ",61.718,61.868,"u",61.778,61.808,61.793,451,1637,""
"8933",95310,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",71.192,75.942,"g_1074;em_12_99691;n_110900-n_110901;p_208;#=es_68_3926050;prefix=095310-;[0]=ew_0_661416;[1]=ew_0_661416","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3926050",NA,"huri",NA,95310,"huri",73.892,74.252,"u",74.002,74.032,74.017,290,1347,""
"8934",95316,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",77.724,82.096,"g_1074;em_12_99693;n_110902-n_110903;p_208;#=es_68_3926269;prefix=095316-;[0]=ew_0_661439;[1]=ew_0_661439","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3926269",NA,"pukapuka",NA,95316,"pukapuka",80.844,81.344,"u",80.884,80.924,80.904,431,1222,""
"8935",95318,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",77.724,82.096,"g_1074;em_12_99693;n_110902-n_110903;p_208;#=es_68_3926281;prefix=095318-;[0]=ew_0_661439;[1]=ew_0_661439","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3926281",NA,"pukapuka",NA,95318,"pukapuka",80.844,81.344,"u",81.124,81.204,81.164,465,1309,""
"8936",95326,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",84.83,87.917,"g_1074;em_12_99695;n_110904-n_110905;p_208;#=es_68_3926443;prefix=095326-;[0]=ew_0_661457;[1]=ew_0_661457","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3926443",NA,"mutu .",NA,95326,"mutu .",87.28,87.56,"u",87.37,87.41,87.39,419,1437,""
"8937",95328,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",87.917,92.073,"g_1074;em_12_99696;n_110905-n_110906;p_208;#=es_68_3926503;prefix=095328-;[0]=ew_0_661465;[1]=ew_0_661465","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3926503",NA,"pukapuka",NA,95328,"pukapuka",89.287,89.617,"u",89.337,89.407,89.372,474,1127,""
"8938",95330,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",87.917,92.073,"g_1074;em_12_99696;n_110905-n_110906;p_208;#=es_68_3926515;prefix=095330-;[0]=ew_0_661465;[1]=ew_0_661465","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3926515",NA,"pukapuka",NA,95330,"pukapuka",89.287,89.617,"u",89.497,89.527,89.512,375,1228,""
"8939",95339,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",92.073,96.229,"g_1074;em_12_99697;n_110906-n_110907;p_208;#=es_68_3926736;prefix=095339-;[0]=ew_0_661486;[1]=ew_0_661486","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3926736",NA,"pukapuka . ",NA,95339,"pukapuka . ",95.553,95.993,"u",95.603,95.633,95.618,474,1150,""
"8940",95341,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",92.073,96.229,"g_1074;em_12_99697;n_110906-n_110907;p_208;#=es_68_3926747;prefix=095341-;[0]=ew_0_661486;[1]=ew_0_661486","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3926747",NA,"pukapuka . ",NA,95341,"pukapuka . ",95.553,95.993,"u",95.863,95.893,95.878,419,1001,""
"8941",95344,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",96.229,101.48,"g_1074;em_12_99698;n_110907-n_110908;p_208;#=es_68_3926808;prefix=095344-;[0]=ew_0_661491;[1]=ew_0_661491","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3926808",NA,"whakamutunga .",NA,95344,"whakamutunga .",97.239,98.009,"u",97.509,97.639,97.574,381,1532,""
"8942",95345,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",96.229,101.48,"g_1074;em_12_99698;n_110907-n_110908;p_208;#=es_68_3926813;prefix=095345-;[0]=ew_0_661491;[1]=ew_0_661491","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3926813",NA,"whakamutunga .",NA,95345,"whakamutunga .",97.239,98.009,"u",97.739,97.869,97.804,394,1570,""
"8943",95349,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",96.229,101.48,"g_1074;em_12_99698;n_110907-n_110908;p_208;#=es_68_3926849;prefix=095349-;[0]=ew_0_661493;[1]=ew_0_661493","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3926849",NA,"whakamutunga",NA,95349,"whakamutunga",98.449,99.199,"u",98.789,98.849,98.819,370,1496,""
"8944",95350,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",96.229,101.48,"g_1074;em_12_99698;n_110907-n_110908;p_208;#=es_68_3926854;prefix=095350-;[0]=ew_0_661493;[1]=ew_0_661493","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3926854",NA,"whakamutunga",NA,95350,"whakamutunga",98.449,99.199,"u",98.979,99.069,99.024,404,1713,""
"8945",95362,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",133.528,137.331,"g_1074;em_12_99707;n_110914-n_110915;p_208;#=es_68_3927558;prefix=095362-;[0]=ew_0_661618;[1]=ew_0_661618","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3927558",NA,"tuhi",NA,95362,"tuhi",134.508,135.088,"u",134.648,134.718,134.683,363,1817,""
"8946",95363,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",133.528,137.331,"g_1074;em_12_99707;n_110914-n_110915;p_208;#=es_68_3927583;prefix=095363-;[0]=ew_0_661621;[1]=ew_0_661621","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3927583",NA,"tuhi",NA,95363,"tuhi",135.378,135.908,"u",135.448,135.528,135.488,349,1918,""
"8947",95374,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",161.913,165.587,"g_1074;em_12_99716;n_110919-n_110920;p_208;#=es_68_3928053;prefix=095374-;[0]=ew_0_661704;[1]=ew_0_661704","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3928053",NA,"pukapuka",NA,95374,"pukapuka",162.803,163.293,"u",162.873,162.903,162.888,503,1129,""
"8948",95376,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",161.913,165.587,"g_1074;em_12_99716;n_110919-n_110920;p_208;#=es_68_3928067;prefix=095376-;[0]=ew_0_661704;[1]=ew_0_661704","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3928067",NA,"pukapuka",NA,95376,"pukapuka",162.803,163.293,"u",163.093,163.133,163.113,476,1152,""
"8949",95378,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",165.587,170.377,"g_1074;em_12_99717;n_110920-n_110921;p_208;#=es_68_3928236;prefix=095378-;[0]=ew_0_661717;[1]=ew_0_661717","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3928236",NA,"pukapuka .",NA,95378,"pukapuka .",167.057,167.997,"u",167.157,167.187,167.172,450,1326,""
"8950",95380,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",165.587,170.377,"g_1074;em_12_99717;n_110920-n_110921;p_208;#=es_68_3928254;prefix=095380-;[0]=ew_0_661717;[1]=ew_0_661717","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3928254",NA,"pukapuka .",NA,95380,"pukapuka .",167.057,167.997,"u",167.427,167.537,167.482,455,1540,""
"8951",95381,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",165.587,170.377,"g_1074;em_12_99717;n_110920-n_110921;p_208;#=es_68_3928305;prefix=095381-;[0]=ew_0_661722;[1]=ew_0_661722","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3928305",NA,"tuhituhitanga .",NA,95381,"tuhituhitanga .",169.497,170.317,"u",169.557,169.597,169.577,341,1778,""
"8952",95383,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-01.trs","WU07M","MAONZE",165.587,170.377,"g_1074;em_12_99717;n_110920-n_110921;p_208;#=es_68_3928324;prefix=095383-;[0]=ew_0_661722;[1]=ew_0_661722","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-01.trs#es_68_3928324",NA,"tuhituhitanga .",NA,95383,"tuhituhitanga .",169.497,170.317,"u",169.807,169.837,169.822,282,2080,""
"8953",95464,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",68.595,70.626,"g_1075;em_12_99747;n_110945-n_110946;p_208;#=es_68_3929224;prefix=095464-;[0]=ew_0_661967;[1]=ew_0_661967","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3929224",NA,"mutu .",NA,95464,"mutu .",70.075,70.405,"u",70.185,70.225,70.205,370,1634,""
"8954",95477,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",85.831,90.963,"g_1075;em_12_99752;n_110950-n_18334;p_208;#=es_68_3929687;prefix=095477-;[0]=ew_0_662013;[1]=ew_0_662013","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3929687",NA,"runga .",NA,95477,"runga .",86.681,87.071,"u",86.721,86.751,86.736,398,1391,""
"8955",95478,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",85.831,90.963,"g_1075;em_12_99752;n_110950-n_18334;p_208;#=es_68_3929701;prefix=095478-;[0]=ew_0_662014;[1]=ew_0_662014","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3929701",NA,"runga",NA,95478,"runga",87.361,87.691,"u",87.431,87.481,87.456,375,1353,""
"8956",95488,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",109.999,118.177,"g_1075;em_12_99757;n_18335-n_110954;p_208;#=es_68_3929931;prefix=095488-;[0]=ew_0_662086;[1]=ew_0_662086","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3929931",NA,"tuhu",NA,95488,"tuhu",114.329,114.609,"u",114.439,114.489,114.464,286,1749,""
"8957",95490,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",118.177,121.146,"g_1075;em_12_99758;n_110954-n_110955;p_208;#=es_68_3930054;prefix=095490-;[0]=ew_0_662095;[1]=ew_0_662095","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3930054",NA,"hura:to:koe",NA,95490,"hura:to:koe",119.217,119.717,"u",119.257,119.297,119.277,796,1587,""
"8958",95494,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",122.835,127.681,"g_1075;em_12_99761;n_110956-n_110958;p_208;#=es_68_3930103;prefix=095494-;[0]=ew_0_1133914;[1]=ew_0_1133914","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3930103",NA,"ha:mukoe",NA,95494,"ha:mukoe",124.275,124.735,"u",124.485,124.535,124.51,354,1228,""
"8959",95524,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",164.059,167.391,"g_1075;em_12_99771;n_110965-n_110966;p_208;#=es_68_3930412;prefix=095524-;[0]=ew_0_662199;[1]=ew_0_662199","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3930412",NA,"puhu",NA,95524,"puhu",164.509,164.709,"u",164.599,164.639,164.619,441,1652,""
"8960",95535,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",167.391,174.154,"g_1075;em_12_99772;n_110966-n_110967;p_208;#=es_68_3930498;prefix=095535-;[0]=ew_0_662222;[1]=ew_0_662222","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3930498",NA,"kuhu . ",NA,95535,"kuhu . ",173.151,173.461,"u",173.191,173.301,173.246,339,1097,""
"8961",95541,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",176.546,183.034,"g_1075;em_12_99774;n_110968-n_110969;p_208;#=es_68_3930623;prefix=095541-;[0]=ew_0_662244;[1]=ew_0_662244","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3930623",NA,"ma:huna .",NA,95541,"ma:huna .",181.536,182.106,"u",181.856,181.896,181.876,378,1639,""
"8962",95550,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",187.505,192.698,"g_1075;em_12_99777;n_110971-n_110972;p_208;#=es_68_3930787;prefix=095550-;[0]=ew_0_662273;[1]=ew_0_662273","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3930787",NA,"whakamutu .",NA,95550,"whakamutu .",191.915,192.535,"u",192.155,192.255,192.205,414,1476,""
"8963",95554,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",201.382,206.913,"g_1075;em_12_99781;n_110975-n_110976;p_208;#=es_68_3930892;prefix=095554-;[0]=ew_0_662291;[1]=ew_0_662291","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3930892",NA,"mahuroa",NA,95554,"mahuroa",202.002,202.552,"u",202.292,202.332,202.312,358,1136,""
"8964",95562,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",223.546,226.817,"g_1075;em_12_99787;n_110981-n_110982;p_208;#=es_68_3931301;prefix=095562-;[0]=ew_0_662341;[1]=ew_0_662341","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3931301",NA,"kupu",NA,95562,"kupu",224.146,224.466,"u",224.256,224.316,224.286,418,1219,""
"8965",95563,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",223.546,226.817,"g_1075;em_12_99787;n_110981-n_110982;p_208;#=es_68_3931330;prefix=095563-;[0]=ew_0_662343;[1]=ew_0_662343","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3931330",NA,"kume",NA,95563,"kume",224.906,225.096,"u",224.946,224.976,224.961,309,744,""
"8966",95564,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",223.546,226.817,"g_1075;em_12_99787;n_110981-n_110982;p_208;#=es_68_3931344;prefix=095564-;[0]=ew_0_662344;[1]=ew_0_662344","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3931344",NA,"kume .",NA,95564,"kume .",225.196,225.436,"u",225.236,225.276,225.256,356,1075,""
"8967",95565,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",223.546,226.817,"g_1075;em_12_99787;n_110981-n_110982;p_208;#=es_68_3931367;prefix=095565-;[0]=ew_0_662346;[1]=ew_0_662346","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3931367",NA,"kume",NA,95565,"kume",226.156,226.416,"u",226.256,226.296,226.276,352,1085,""
"8968",95566,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","WU07M-02.trs","WU07M","MAONZE",223.546,226.817,"g_1075;em_12_99787;n_110981-n_110982;p_208;#=es_68_3931378;prefix=095566-;[0]=ew_0_662347;[1]=ew_0_662347","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=WU07M-02.trs#es_68_3931378",NA,"kume .",NA,95566,"kume .",226.486,226.686,"u",226.516,226.576,226.546,355,1331,""
