"","X","SearchName","Transcript","Participant","Corpus","Line","LineEnd","MatchId","URL","Before.Match","Text","After.Match","Number","Target.word","Target.word.start","Target.word.end","Target.teAkaSegment","Target.teAkaSegment.start","Target.teAkaSegment.end","time_0_5","f1_time_0_5","f2_time_0_5","Error"
"1",17,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",43.48,47.609,"g_12;em_12_888;n_31524-n_31525;p_28;#=es_68_2986284;prefix=000017-;[0]=ew_0_7866;[1]=ew_0_7866","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2986284",NA,"a-Iri-te-kura",NA,17,"a-Iri-te-kura",43.55,44.93,"u",44.69,44.75,44.72,374,954,""
"2",20,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",47.609,50.603,"g_12;em_12_889;n_31525-n_31526;p_28;#=es_68_2986326;prefix=000020-;[0]=ew_0_7871;[1]=ew_0_7871","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2986326",NA,"kuraina",NA,20,"kuraina",48.479,49.059,"u",48.609,48.679,48.644,348,897,""
"3",23,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",50.603,53.759,"g_12;em_12_890;n_31526-n_31527;p_28;#=es_68_2986376;prefix=000023-;[0]=ew_0_7876;[1]=ew_0_7876","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2986376",NA,"muri",NA,23,"muri",50.653,50.853,"u",50.693,50.743,50.718,349,961,""
"4",33,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",58.947,64.425,"g_12;em_12_893;n_31529-n_31530;p_28;#=es_68_2986573;prefix=000033-;[0]=ew_0_7902;[1]=ew_0_7902","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2986573",NA,"kura",NA,33,"kura",61.737,62.177,"u",61.807,61.867,61.837,348,947,""
"5",38,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",68.175,73.925,"g_12;em_12_895;n_31531-n_31532;p_28;#=es_68_2986671;prefix=000038-;[0]=ew_0_7924;[1]=ew_0_7924","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2986671",NA,"kura",NA,38,"kura",71.895,72.315,"u",72.005,72.075,72.04,346,921,""
"6",39,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",73.925,77.883,"g_12;em_12_896;n_31532-n_31533;p_28;#=es_68_2986721;prefix=000039-;[0]=ew_0_7932;[1]=ew_0_7932","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2986721",NA,"kura",NA,39,"kura",75.055,75.355,"u",75.195,75.245,75.22,397,903,""
"7",44,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",84.198,86.228,"g_12;em_12_900;n_31536-n_31537;p_28;#=es_68_2986930;prefix=000044-;[0]=ew_0_7958;[1]=ew_0_7958","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2986930",NA,"mutu",NA,44,"mutu",84.328,84.548,"u",84.358,84.408,84.383,363,1149,""
"8",45,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",84.198,86.228,"g_12;em_12_900;n_31536-n_31537;p_28;#=es_68_2986945;prefix=000045-;[0]=ew_0_7960;[1]=ew_0_7960","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2986945",NA,"kura",NA,45,"kura",84.638,84.888,"u",84.728,84.778,84.753,331,1124,""
"9",63,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",98.29,102.821,"g_12;em_12_904;n_31540-n_31541;p_28;#=es_68_2987326;prefix=000063-;[0]=ew_0_8002;[1]=ew_0_8002","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2987326",NA,"tohutohu",NA,63,"tohutohu",100.76,101.41,"u",100.96,101.04,101,311,1204,""
"10",71,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",109.603,113.649,"g_12;em_12_907;n_31543-n_31544;p_28;#=es_68_2987621;prefix=000071-;[0]=ew_0_8019;[1]=ew_0_8019","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2987621",NA,"puta",NA,71,"puta",111.183,111.473,"u",111.263,111.323,111.293,368,1220,""
"11",82,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",124.908,129.283,"g_12;em_12_911;n_31547-n_31548;p_28;#=es_68_2988051;prefix=000082-;[0]=ew_0_8059;[1]=ew_0_8059","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2988051",NA,"kura",NA,82,"kura",126.588,127.018,"u",126.708,126.798,126.753,358,879,""
"12",84,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",132.033,136.59,"g_12;em_12_913;n_31549-n_31550;p_28;#=es_68_2988265;prefix=000084-;[0]=ew_0_8076;[1]=ew_0_8076","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2988265",NA,"tumuaki",NA,84,"tumuaki",134.093,134.613,"u",134.173,134.233,134.203,335,1100,""
"13",137,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",199.279,202.81,"g_12;em_12_930;n_31566-n_31567;p_28;#=es_68_2990056;prefix=000137-;[0]=ew_0_8226;[1]=ew_0_8226","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2990056",NA,"kura",NA,137,"kura",200.899,201.199,"u",200.999,201.059,201.029,345,1025,""
"14",142,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",202.81,206.404,"g_12;em_12_931;n_31567-n_31568;p_28;#=es_68_2990212;prefix=000142-;[0]=ew_0_8235;[1]=ew_0_8235","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2990212",NA,"tohutohu ",NA,142,"tohutohu ",205.27,206.03,"u",205.42,205.53,205.475,334,1063,""
"15",146,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",206.404,210.389,"g_12;em_12_932;n_31568-n_31569;p_28;#=es_68_2990376;prefix=000146-;[0]=ew_0_1231179;[1]=ew_0_1231179","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2990376",NA,"ti:puna",NA,146,"ti:puna",208.064,208.634,"u",208.314,208.384,208.349,363,1022,""
"16",166,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",238.745,243.604,"g_12;em_12_940;n_31576-n_31577;p_28;#=es_68_2991243;prefix=000166-;[0]=ew_0_8317;[1]=ew_0_8317","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2991243",NA,"pukapuka",NA,166,"pukapuka",240.065,240.665,"u",240.145,240.205,240.175,354,859,""
"17",168,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",238.745,243.604,"g_12;em_12_940;n_31576-n_31577;p_28;#=es_68_2991262;prefix=000168-;[0]=ew_0_8317;[1]=ew_0_8317","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2991262",NA,"pukapuka",NA,168,"pukapuka",240.065,240.665,"u",240.435,240.495,240.465,405,718,""
"18",171,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",238.745,243.604,"g_12;em_12_940;n_31576-n_31577;p_28;#=es_68_2991326;prefix=000171-;[0]=ew_0_8320;[1]=ew_0_8320","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2991326",NA,"kupu ",NA,171,"kupu ",242.755,243.285,"u",242.825,242.935,242.88,332,809,""
"19",203,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",280.972,282.838,"g_12;em_12_953;n_31589-n_31590;p_28;#=es_68_2993099;prefix=000203-;[0]=ew_0_8429;[1]=ew_0_8429","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2993099",NA,"taputapu",NA,203,"taputapu",281.762,282.282,"u",281.962,282.002,281.982,369,1379,""
"20",219,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",293.579,296.144,"g_12;em_12_958;n_31594-n_31595;p_28;#=es_68_2993779;prefix=000219-;[0]=ew_0_8466;[1]=ew_0_8466","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2993779",NA,"kura",NA,219,"kura",295.059,NA,"u",295.149,295.219,295.184,348,931,""
"21",221,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",298.336,300.331,"g_12;em_12_960;n_31596-n_31597;p_28;#=es_68_2994074;prefix=000221-;[0]=ew_0_8483;[1]=ew_0_8483","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2994074",NA,"kura",NA,221,"kura",NA,299.576,"u",299.366,299.446,299.406,382,1069,""
"22",226,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",309.284,312.002,"g_12;em_12_964;n_31600-n_31601;p_28;#=es_68_2994494;prefix=000226-;[0]=ew_0_8511;[1]=ew_0_8511","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2994494",NA,"muri",NA,226,"muri",309.644,309.914,"u",309.694,309.804,309.749,344,947,""
"23",258,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-01.trs","K001M","MAONZE",339.029,346.267,"g_12;em_12_973;n_31609-n_28919;p_28;#=es_68_2995858;prefix=000258-;[0]=ew_0_8591;[1]=ew_0_8591","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-01.trs#es_68_2995858",NA,"kura",NA,258,"kura",340.819,341.209,"u",340.939,341.019,340.979,336,975,""
"24",266,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",9.514,12.075,"g_11;em_12_780;n_31426-n_31427;p_28;#=es_68_2986265;prefix=000266-;[0]=ew_0_6992;[1]=ew_0_6992","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2986265",NA,"whakamutua",NA,266,"whakamutua",10.114,10.714,"u",10.434,10.474,10.454,321,1156,""
"25",269,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",17.613,19.925,"g_11;em_12_783;n_31429-n_31430;p_28;#=es_68_2986336;prefix=000269-;[0]=ew_0_7013;[1]=ew_0_7013","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2986336",NA,"puta",NA,269,"puta",18.133,18.413,"u",18.203,18.263,18.233,373,1178,""
"26",276,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",23.789,26.82,"g_11;em_12_785;n_31431-n_31432;p_28;#=es_68_2986520;prefix=000276-;[0]=ew_0_1231564;[1]=ew_0_1231564","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2986520",NA,"ti:puna",NA,276,"ti:puna",25.379,25.829,"u",25.669,25.729,25.699,380,939,""
"27",336,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",96.462,101.028,"g_11;em_12_804;n_31450-n_31451;p_28;#=es_68_2988498;prefix=000336-;[0]=ew_0_7209;[1]=ew_0_7209","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2988498",NA,"tuhituhi",NA,336,"tuhituhi",99.212,99.982,"u",99.292,99.352,99.322,392,1235,""
"28",338,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",96.462,101.028,"g_11;em_12_804;n_31450-n_31451;p_28;#=es_68_2988515;prefix=000338-;[0]=ew_0_7209;[1]=ew_0_7209","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2988515",NA,"tuhituhi",NA,338,"tuhituhi",99.212,99.982,"u",99.622,99.692,99.657,385,1429,""
"29",353,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",129.723,133.723,"g_11;em_12_811;n_31457-n_31458;p_28;#=es_68_2989290;prefix=000353-;[0]=ew_0_7272;[1]=ew_0_7272","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2989290",NA,"tukuna",NA,353,"tukuna",131.083,131.423,"u",131.153,131.223,131.188,310,1125,""
"30",354,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",129.723,133.723,"g_11;em_12_811;n_31457-n_31458;p_28;#=es_68_2989297;prefix=000354-;[0]=ew_0_7272;[1]=ew_0_7272","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2989297",NA,"tukuna",NA,354,"tukuna",131.083,131.423,"u",131.253,131.323,131.288,387,1063,""
"31",372,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",166.277,170.027,"g_11;em_12_820;n_31466-n_31467;p_28;#=es_68_2990323;prefix=000372-;[0]=ew_0_7353;[1]=ew_0_7353","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2990323",NA,"kura",NA,372,"kura",169.087,169.397,"u",169.177,169.247,169.212,354,997,""
"32",374,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",170.027,173.278,"g_11;em_12_821;n_31467-n_31468;p_28;#=es_68_2990378;prefix=000374-;[0]=ew_0_7357;[1]=ew_0_7357","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2990378",NA,"kura",NA,374,"kura",170.437,170.717,"u",170.547,170.577,170.562,380,1079,""
"33",387,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",193.528,197.002,"g_11;em_12_828;n_31474-n_31475;p_28;#=es_68_2991124;prefix=000387-;[0]=ew_0_7413;[1]=ew_0_7413","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2991124",NA,"tuku",NA,387,"tuku",194.138,194.428,"u",194.198,194.268,194.233,620,1074,""
"34",390,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",197.002,201.029,"g_11;em_12_829;n_31475-n_31476;p_28;#=es_68_2991313;prefix=000390-;[0]=ew_0_7426;[1]=ew_0_7426","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2991313",NA,"tuku",NA,390,"tuku",199.692,199.952,"u",199.782,199.822,199.802,472,1339,""
"35",406,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",219.904,222.95,"g_11;em_12_835;n_31481-n_31482;p_28;#=es_68_2992120;prefix=000406-;[0]=ew_0_7481;[1]=ew_0_7481","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2992120",NA,"whakaputa",NA,406,"whakaputa",221.144,221.944,"u",221.534,221.604,221.569,373,979,""
"36",436,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",266.848,271.81,"g_11;em_12_850;n_31496-n_31497;p_28;#=es_68_2993485;prefix=000436-;[0]=ew_0_7569;[1]=ew_0_7569","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2993485",NA,"mutunga",NA,436,"mutunga",268.938,269.448,"u",269.028,269.098,269.063,372,1103,""
"37",437,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",266.848,271.81,"g_11;em_12_850;n_31496-n_31497;p_28;#=es_68_2993499;prefix=000437-;[0]=ew_0_7569;[1]=ew_0_7569","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2993499",NA,"mutunga",NA,437,"mutunga",268.938,269.448,"u",269.178,269.268,269.223,358,1262,""
"38",469,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-02.trs","K001M","MAONZE",312.005,316.69,"g_11;em_12_863;n_31509-n_31510;p_28;#=es_68_2995349;prefix=000469-;[0]=ew_0_7675;[1]=ew_0_7675","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-02.trs#es_68_2995349",NA,"puta",NA,469,"puta",315.265,315.515,"u",315.335,315.365,315.35,261,1131,""
"39",488,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",0,7.344,"g_10;em_12_680;n_31-n_31328;p_28;#=es_68_2987236;prefix=000488-;[0]=ew_0_6118;[1]=ew_0_6118","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2987236",NA,"kura",NA,488,"kura",1.46,1.78,"u",1.54,1.61,1.575,344,917,""
"40",526,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",54.673,59.017,"g_10;em_12_694;n_31341-n_31342;p_28;#=es_68_2988417;prefix=000526-;[0]=ew_0_6232;[1]=ew_0_6232","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2988417",NA,"runga",NA,526,"runga",55.593,55.883,"u",55.653,55.703,55.678,331,1581,""
"41",552,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",91.086,94.859,"g_10;em_12_704;n_31351-n_31352;p_28;#=es_68_2989382;prefix=000552-;[0]=ew_0_6315;[1]=ew_0_6315","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2989382",NA,"kura",NA,552,"kura",94.486,94.816,"u",94.616,94.686,94.651,401,862,""
"42",580,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",126.842,133.217,"g_10;em_12_715;n_31362-n_31363;p_28;#=es_68_2990894;prefix=000580-;[0]=ew_0_6418;[1]=ew_0_6418","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2990894",NA,"kura",NA,580,"kura",132.002,132.372,"u",132.172,132.232,132.202,394,861,""
"43",595,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",141.046,143.46,"g_10;em_12_718;n_31365-n_31366;p_28;#=es_68_2991332;prefix=000595-;[0]=ew_0_6444;[1]=ew_0_6444","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2991332",NA,"tohutohungia",NA,595,"tohutohungia",142.216,142.896,"u",142.366,142.456,142.411,371,1052,""
"44",597,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",141.046,143.46,"g_10;em_12_718;n_31365-n_31366;p_28;#=es_68_2991352;prefix=000597-;[0]=ew_0_6444;[1]=ew_0_6444","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2991352",NA,"tohutohungia",NA,597,"tohutohungia",142.216,142.896,"u",142.606,142.726,142.666,401,1145,""
"45",601,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",145.014,149.045,"g_10;em_12_720;n_31367-n_31368;p_28;#=es_68_2991526;prefix=000601-;[0]=ew_0_6455;[1]=ew_0_6455","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2991526",NA,"mutunga",NA,601,"mutunga",145.914,146.284,"u",146.004,146.064,146.034,357,1107,""
"46",602,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",145.014,149.045,"g_10;em_12_720;n_31367-n_31368;p_28;#=es_68_2991537;prefix=000602-;[0]=ew_0_6455;[1]=ew_0_6455","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2991537",NA,"mutunga",NA,602,"mutunga",145.914,146.284,"u",146.144,146.214,146.179,435,1442,""
"47",603,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",145.014,149.045,"g_10;em_12_720;n_31367-n_31368;p_28;#=es_68_2991583;prefix=000603-;[0]=ew_0_6459;[1]=ew_0_6459","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2991583",NA,"kura",NA,603,"kura",146.684,146.974,"u",146.794,146.874,146.834,373,835,""
"48",610,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",154.295,156.952,"g_10;em_12_722;n_31369-n_31370;p_28;#=es_68_2991870;prefix=000610-;[0]=ew_0_6477;[1]=ew_0_6477","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2991870",NA,"whakaputu",NA,610,"whakaputu",154.605,155.405,"u",155.055,155.155,155.105,375,1051,""
"49",611,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",156.952,160.606,"g_10;em_12_723;n_31370-n_31371;p_28;#=es_68_2991969;prefix=000611-;[0]=ew_0_6484;[1]=ew_0_6484","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2991969",NA,"ututia",NA,611,"ututia",158.692,159.172,"u",158.872,158.942,158.907,326,1521,""
"50",621,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",171.138,173.328,"g_10;em_12_727;n_31374-n_31375;p_28;#=es_68_2992619;prefix=000621-;[0]=ew_0_6525;[1]=ew_0_6525","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2992619",NA,"hunga",NA,621,"hunga",171.728,171.958,"u",171.768,171.808,171.788,368,1046,""
"51",646,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",205.619,208.573,"g_10;em_12_738;n_31385-n_31386;p_28;#=es_68_2993913;prefix=000646-;[0]=ew_0_6626;[1]=ew_0_6626","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2993913",NA,"runga",NA,646,"runga",206.059,206.299,"u",206.099,206.129,206.114,358,1218,""
"52",651,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",208.573,212.355,"g_10;em_12_739;n_31386-n_31387;p_28;#=es_68_2994126;prefix=000651-;[0]=ew_0_6641;[1]=ew_0_6641","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2994126",NA,"runga",NA,651,"runga",210.183,210.353,"u",210.213,210.253,210.233,319,1272,""
