"","X.3","sequence","MatchId","F1..fPC1","F1..fPC2","F1..fPC3","F2..fPC1","F2..fPC2","F2..fPC3","Pitch..fPC1","Pitch..fPC2","Pitch..fPC3","Intensity..fPC1","Intensity..fPC2","Intensity..fPC3","Duration..z.scored","PC1","PC2","PC3","PC4","X.2","X.1","X","Corpus","Speaker","category","participant_gender","Before.Match","Text","After.Match","Target.word","Target.orthography","Target.vowelCluster","target_timestamp","Target.vowelCluster.end","joincode","word","word.alt.format","final","stress","moraPosition","complex","Language","participant_language","target_transcript","mean_rate"
"1398",1401,"oa","g_854;em_12_85779;n_100783-n_100784;p_167;#=ew_69_171693;prefix=21488-;[0]=ew_0_543707",-1.29951042187011,0.134385269473893,-0.0863385576914324,0.517169985940188,0.803287145480142,-0.678568061756475,-56.176800621325,15.0078259185123,-0.687095170244657,4.10887214151367,3.8277856591711,0.26430490182633,1.40106871060783,-1.36981959378234,0.638163599981434,-0.120532048603638,0.445501785883742,2977,4835,4956,"MAONZE","L1H01M","L1","F","aku","hoa","tipu","hoa","hoa","oa",43.325,43.585,"hoa oa","hoa","hoa",TRUE,"yes",1,"no","M","M","L1H01M-08.trs",0.076111111111111
"1399",1402,"oa","g_854;em_12_85799;n_100803-n_100804;p_167;#=ew_69_171738;prefix=21529-;[0]=ew_0_543850",0.854653717308642,-0.914569112712542,0.562002736316983,1.11395047562248,0.312019308713403,-0.370720136409155,51.1820641739973,8.97329685934438,6.34208442952036,-0.444057527835976,6.97259356387587,3.83394051887792,1.26810274506783,-1.9009374277968,0.669722392494484,-1.01773333459568,0.0662780633095515,2984,4843,4964,"MAONZE","L1H01M","L1","F","aku","hoa","ka:ore","hoa","hoa","oa",107.641,107.891,"hoa oa","hoa","hoa",TRUE,"yes",1,"no","M","M","L1H01M-08.trs",0.0700000000000054
"1400",1403,"oa","g_854;em_12_85805;n_100809-n_100810;p_167;#=ew_69_171758;prefix=21549-;[0]=ew_0_543901",-0.0045602535212268,0.360866175089567,0.860542344963945,1.73388380116954,-0.15106995595647,-0.119490326780748,-115.913703905995,0.217908236078226,-0.962013314649045,-15.3844167035694,5.31093067380068,-0.605961001186938,0.337340986287393,-0.0385524626906741,1.09787093738707,0.119417430584255,0.448185211147138,2988,4847,4968,"MAONZE","L1H01M","L1","F","maatou","katoa .","na:","katoa . ","katoa","oa",128.103,128.283,"katoa oa","katoa","katoa",TRUE,"no",2,"no","M","M","L1H01M-08.trs",0.0817647058823563
"1401",1404,"oa","g_854;em_12_85825;n_100829-n_14646;p_167;#=ew_69_171808;prefix=21597-;[0]=ew_0_544048",-0.328877782825524,-4.63775789950999,-0.231521791064961,-0.416850808242715,1.77869774476686,-0.176057250797215,49.8688309210077,45.2746899381918,-17.1533896062368,-3.79429094005079,0.083591298811708,0.50826499435659,1.79996660722782,-1.54342386588593,3.48599039374836,-1.06007198555725,0.326153243575737,2994,4858,4979,"MAONZE","L1H01M","L1","F","ngaa","hoa .","","hoa .","hoa","oa",192.526,192.816,"hoa oa","hoa","hoa",TRUE,"yes",1,"no","M","M","L1H01M-08.trs",0.0300000000000011
"1402",1405,"oa","g_855;em_12_85853;n_100850-n_100851;p_167;#=ew_69_172009;prefix=21635-;[0]=ew_0_544228",-1.92349926637885,1.49926136874315,0.721952907980329,2.40423462320511,-0.119776225636298,-0.0292334744857525,-82.338355314109,4.10656279580632,-2.30978514785607,1.12713806617135,-1.60667785165768,0.499772419030976,-0.460454806952438,1.221134513558,-0.115449758785693,-1.23993040955983,0.613920425568048,2998,4863,4984,"MAONZE","L1H01M","L1","F","tuhinga","roa","matua","roa","roa","oa",27.778,27.898,"roa oa","roa","roa",TRUE,"yes",1,"no","M","M","L1H01M-09.trs",0.0847999999999999
"1403",1406,"oa","g_855;em_12_85871;n_100866-n_100867;p_167;#=ew_69_172041;prefix=21665-;[0]=ew_0_544360",2.25636214013219,-0.524898179945197,0.102421683837941,1.48762369121899,0.387005429514763,0.160066926374187,107.152281796078,0.512854501379593,5.26757942489911,6.69003427970438,4.60004650293644,-1.00693089102363,-0.460454806952391,-0.699535129369026,-0.394737931743583,-0.714878178305352,1.179944656167,3000,4865,4986,"MAONZE","L1H01M","L1","F","Maaori","ahakoa","kei","ahakoa","ahakoa","oa",86.499,86.619,"ahakoa oa","ahakoa","ahakoa",TRUE,"no",3,"no","M","M","L1H01M-09.trs",0.0641666666666663
"1404",1407,"oa","g_855;em_12_85898;n_100891-n_100892;p_167;#=ew_69_172137;prefix=21728-;[0]=ew_0_544569",-0.40217160043962,0.560235428429629,-0.340256007999231,1.11745575798734,-0.247919726745284,-0.131021412855468,163.082576022236,2.54433144286142,7.97061731931692,10.5479835770228,-0.114296901787722,2.32691988734337,-0.460454806952391,0.158343817663349,-1.85541503202536,-0.96356793381704,0.431677560429322,3013,4881,5002,"MAONZE","L1H01M","L1","F","mita","ahakoa","ka","ahakoa","ahakoa","oa",174.25,174.37,"ahakoa oa","ahakoa","ahakoa",TRUE,"no",3,"no","M","M","L1H01M-09.trs",0.0823529411764709
"1405",1408,"oa","g_856;em_12_85924;n_100915-n_100916;p_167;#=ew_69_171816;prefix=21793-;[0]=ew_0_544803",3.67986561880409,1.20557672240178,-0.333654842427472,0.700531362677385,-0.15505397494397,-0.503764650728088,210.784681725126,-9.46131381473369,0.125301860296084,1.10414526618995,0.616354278077807,1.14788446925024,0.603272917367714,-1.79185935379543,-2.08282889262451,-0.119410121909041,-0.6682267682316,3018,4893,5014,"MAONZE","L1H01M","L1","F","take","noa","pea","noa","noa","oa",16.064,16.264,"noa oa","noa","noa",TRUE,"yes",1,"no","M","M","L1H01M-10.trs",0.0975000000000001
"1406",1409,"oa","g_856;em_12_85939;n_100930-n_100931;p_167;#=ew_69_171889;prefix=21845-;[0]=ew_0_544975",2.53265264298134,1.85776014233358,-1.03819192119625,0.365838285536223,0.45931429584496,0.214866336880404,44.2384243943937,13.8126185315382,-6.13378937310392,-4.63300204733513,2.75646093266776,4.36057978367462,0.603272917367762,-0.349244234622359,-0.586151178157407,1.27042384885892,-1.11954003248374,3023,4900,5021,"MAONZE","L1H01M","L1","F","koiraa","noa","pea","noa","noa","oa",78.877,79.077,"noa oa","noa","noa",TRUE,"yes",1,"no","M","M","L1H01M-10.trs",0.0900000000000007
"1407",1410,"oa","g_857;em_12_86050;n_101034-n_101035;p_167;#=ew_69_172567;prefix=22082-;[0]=ew_0_545831",0.964053346838171,0.304319420867358,0.708957583448895,-0.30680606521936,1.10283779909554,-0.411606075789599,-145.31100394537,54.158147283132,-15.3006658915306,-11.041040025539,4.14860414720665,-1.29722856475866,1.79996660722782,-2.0526862414604,2.07433924235514,0.675953874659423,0.443884241015035,3050,4940,5061,"MAONZE","L1H01M","L1","F","taku","hoa -","ka .","hoa - ","hoa","oa",222.24,222.53,"hoa oa","hoa","hoa",TRUE,"yes",1,"no","M","M","L1H01M-11.trs",0.067499999999999
"1408",1411,"oa","g_858;em_12_86101;n_101082-n_101083;p_167;#=ew_69_172179;prefix=22175-;[0]=ew_0_546157",-1.13906173212263,-1.1243675499677,-0.213115082566783,1.14489337306072,0.973194554451055,0.515652382065083,2.53490071509966,11.8636058163688,0.790474273215639,-1.43503103296266,2.92001452769194,0.590322247778999,-0.859352703572661,1.06129870112688,1.18212282193652,-0.36668102545836,0.999507663837646,3064,4960,5081,"MAONZE","L1H01M","L1","F","raatou","ahakoa","ka:ore","ahakoa","ahakoa","oa",107.108,107.198,"ahakoa oa","ahakoa","ahakoa",TRUE,"no",3,"no","M","M","L1H01M-12.trs",0.0821428571428606
"1409",1412,"oa","g_858;em_12_86127;n_101104-n_101105;p_167;#=ew_69_172288;prefix=22218-;[0]=ew_0_546273",0.587550217736563,0.357963076773379,-0.352230448919964,0.824472595300608,-0.433487633286449,-0.121574032541917,214.031377042576,1.44180772905009,2.87030687321333,11.20719581204,3.84053266950371,1.03813238214939,-0.460454806952391,-0.443545270793955,-2.28636339302648,-0.671933848992385,0.440838772304236,3067,4964,5085,"MAONZE","L1H01M","L1","F","pae","ahakoa","ko","ahakoa","ahakoa","oa",184.88,185,"ahakoa oa","ahakoa","ahakoa",TRUE,"no",3,"no","M","M","L1H01M-12.trs",0.0757142857142872
